dataset_id,dataset_metadata_link,labels
28510,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28510&format=XML,ijz
28511,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28511&format=XML,xxx
28514,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28514&format=XML,xxx
28515,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28515&format=XML,xxx
28516,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28516&format=XML,xme|nt
28517,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28517&format=XML,xxx
28518,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28518&format=XML,xxx
28519,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28519&format=XML,xxx
28520,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28520&format=XML,paleo|xme|nt
28521,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28521&format=XML,xxx
28524,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28524&format=XML,xxx
28525,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28525&format=XML,xxx
28526,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28526&format=XML,xxx
28527,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28527&format=XML,xxx
28528,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28528&format=XML,xme|nt
28530,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28530&format=XML,xxx
28531,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28531&format=XML,xxx
28532,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28532&format=XML,xxx
28533,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28533&format=XML,xxx
28534,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28534&format=XML,xme|nt
28535,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28535&format=XML,xxx
28537,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28537&format=XML,xxx
28538,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28538&format=XML,xxx
28539,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28539&format=XML,xxx
28541,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28541&format=XML,xxx
28556,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28556&format=XML,ijz|rom
28557,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28557&format=XML,xxx
28559,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28559&format=XML,neo|brons|ijz|rom|xme
28560,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28560&format=XML,xxx
28562,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28562&format=XML,xxx
28563,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28563&format=XML,paleo|meso|neo|brons|ijz|rom|xme|nt
28564,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28564&format=XML,xxx
28565,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28565&format=XML,xxx
28567,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28567&format=XML,xxx
28568,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28568&format=XML,xxx
28571,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28571&format=XML,xxx
28572,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28572&format=XML,xxx
28573,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28573&format=XML,xxx
28575,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28575&format=XML,xxx
28576,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28576&format=XML,xme
28577,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28577&format=XML,xme|nt
28578,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28578&format=XML,xxx
28582,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28582&format=XML,xxx
28583,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28583&format=XML,xxx
28585,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28585&format=XML,xxx
28586,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28586&format=XML,xme|nt
28592,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28592&format=XML,xme
28593,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28593&format=XML,ijz|rom|xme
28594,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28594&format=XML,brons|ijz|rom
28595,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28595&format=XML,xxx
28596,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28596&format=XML,xxx
28597,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28597&format=XML,xxx
28598,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28598&format=XML,paleo|rom|xme|nt
28600,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28600&format=XML,xxx
28601,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28601&format=XML,xxx
28602,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28602&format=XML,meso|xme
28603,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28603&format=XML,xxx
28604,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28604&format=XML,xxx
28605,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28605&format=XML,xxx
28608,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28608&format=XML,neo|ijz|rom|nt
28610,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28610&format=XML,ijz|rom|xme
28611,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28611&format=XML,ijz|rom|xme|nt
28614,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28614&format=XML,xme
28615,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28615&format=XML,xxx
28616,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28616&format=XML,xxx
28618,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28618&format=XML,xxx
28619,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28619&format=XML,xxx
28620,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28620&format=XML,xxx
28621,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28621&format=XML,xxx
28622,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28622&format=XML,xme
28623,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28623&format=XML,paleo|meso|neo|brons|ijz|rom|xme
28624,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28624&format=XML,nt
28625,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28625&format=XML,xxx
28627,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28627&format=XML,xme|nt
28628,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28628&format=XML,xxx
28629,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28629&format=XML,xxx
28630,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28630&format=XML,xxx
28632,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28632&format=XML,xxx
28634,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28634&format=XML,xxx
28635,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28635&format=XML,xxx
28636,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28636&format=XML,xxx
28637,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28637&format=XML,xxx
28638,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28638&format=XML,paleo|neo|rom|xme|nt
28639,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28639&format=XML,xme
28641,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28641&format=XML,xxx
28642,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28642&format=XML,xxx
28643,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28643&format=XML,xxx
28644,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28644&format=XML,xxx
28645,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28645&format=XML,xxx
28646,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28646&format=XML,xxx
28647,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28647&format=XML,xxx
28648,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28648&format=XML,xxx
28650,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28650&format=XML,xxx
28652,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28652&format=XML,xxx
28653,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28653&format=XML,ijz|rom
28654,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28654&format=XML,xxx
28657,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28657&format=XML,xxx
28658,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28658&format=XML,xxx
28659,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28659&format=XML,xxx
28661,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28661&format=XML,xme
28664,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28664&format=XML,xxx
28666,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28666&format=XML,xxx
28668,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28668&format=XML,xxx
28669,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28669&format=XML,rom|xme
28672,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28672&format=XML,xxx
28673,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28673&format=XML,xme
28677,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28677&format=XML,xxx
28678,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28678&format=XML,paleo|meso|neo|brons|ijz|rom|xme|nt
28682,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28682&format=XML,xxx
28683,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28683&format=XML,xme|nt
28684,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28684&format=XML,ijz|rom
28685,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28685&format=XML,xxx
28686,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28686&format=XML,xxx
28687,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28687&format=XML,xxx
28688,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28688&format=XML,xxx
28690,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28690&format=XML,xxx
28691,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28691&format=XML,xxx
28692,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28692&format=XML,xxx
28695,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28695&format=XML,xxx
28696,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28696&format=XML,xxx
28697,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28697&format=XML,xxx
28698,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28698&format=XML,xxx
28699,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28699&format=XML,xxx
28700,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28700&format=XML,xxx
28701,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28701&format=XML,xxx
28702,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28702&format=XML,xxx
28703,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28703&format=XML,xxx
28704,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28704&format=XML,xxx
28705,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28705&format=XML,xxx
28706,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28706&format=XML,xxx
28707,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28707&format=XML,xxx
28708,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28708&format=XML,xxx
28710,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28710&format=XML,xxx
28711,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28711&format=XML,xxx
28712,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28712&format=XML,xxx
28713,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28713&format=XML,xxx
28714,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28714&format=XML,xxx
28715,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28715&format=XML,xxx
28716,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28716&format=XML,xxx
28717,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28717&format=XML,rom
28730,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28730&format=XML,nt
28735,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28735&format=XML,xxx
28737,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28737&format=XML,xxx
28739,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28739&format=XML,xxx
28740,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28740&format=XML,xxx
28741,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28741&format=XML,xxx
28747,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28747&format=XML,xxx
28748,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28748&format=XML,paleo|brons
28749,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28749&format=XML,paleo|nt
28750,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28750&format=XML,paleo|xme|nt
28751,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28751&format=XML,xme|nt
28752,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28752&format=XML,xxx
28753,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28753&format=XML,xxx
28754,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28754&format=XML,ijz|rom|xme
28756,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28756&format=XML,xxx
28757,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28757&format=XML,xxx
28758,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28758&format=XML,xxx
28759,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28759&format=XML,xme
28760,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28760&format=XML,xxx
28761,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28761&format=XML,xxx
28762,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28762&format=XML,xxx
28763,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28763&format=XML,xxx
28764,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28764&format=XML,xxx
28769,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28769&format=XML,xxx
28770,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28770&format=XML,xxx
28771,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28771&format=XML,xxx
28772,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28772&format=XML,xme
28775,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28775&format=XML,xxx
28776,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28776&format=XML,xxx
28777,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28777&format=XML,xxx
28778,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28778&format=XML,xxx
28779,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28779&format=XML,xxx
28780,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28780&format=XML,xxx
28781,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28781&format=XML,xxx
28782,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28782&format=XML,xxx
28783,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28783&format=XML,brons|ijz|xme
28785,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28785&format=XML,xxx
28786,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28786&format=XML,xxx
28788,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28788&format=XML,xxx
28789,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28789&format=XML,xxx
28790,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28790&format=XML,rom|xme
28801,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28801&format=XML,xxx
28802,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28802&format=XML,xxx
28805,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28805&format=XML,rom
28806,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28806&format=XML,xxx
28807,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28807&format=XML,xxx
28808,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28808&format=XML,xxx
28809,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28809&format=XML,rom
28810,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28810&format=XML,xxx
28811,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28811&format=XML,xxx
28812,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28812&format=XML,xxx
28813,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28813&format=XML,paleo|meso|neo|brons|ijz|rom|xme|nt
28815,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28815&format=XML,xxx
28818,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28818&format=XML,xxx
28819,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28819&format=XML,brons
28820,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28820&format=XML,xxx
28821,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28821&format=XML,xxx
28822,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28822&format=XML,xxx
28823,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28823&format=XML,ijz
28826,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28826&format=XML,xxx
28828,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28828&format=XML,xxx
28829,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28829&format=XML,xxx
28830,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28830&format=XML,ijz|nt
28831,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28831&format=XML,xxx
28832,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28832&format=XML,xxx
28833,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28833&format=XML,xxx
28835,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28835&format=XML,xxx
28838,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28838&format=XML,xxx
28840,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28840&format=XML,neo
28841,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28841&format=XML,xxx
28842,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28842&format=XML,xxx
28849,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28849&format=XML,xme|nt
28850,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28850&format=XML,nt
28851,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28851&format=XML,xxx
28852,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28852&format=XML,xme|nt
28854,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28854&format=XML,brons|ijz
28856,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28856&format=XML,xxx
28863,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28863&format=XML,xxx
28864,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28864&format=XML,xxx
28866,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28866&format=XML,xxx
28868,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28868&format=XML,xxx
28869,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28869&format=XML,xxx
28870,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28870&format=XML,xxx
28876,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28876&format=XML,xxx
28882,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28882&format=XML,xxx
28883,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28883&format=XML,xxx
28884,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28884&format=XML,xxx
28885,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28885&format=XML,xxx
28886,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28886&format=XML,xxx
28887,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28887&format=XML,xxx
28888,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28888&format=XML,xxx
28889,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28889&format=XML,xxx
28890,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28890&format=XML,xxx
28891,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28891&format=XML,xme
28892,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28892&format=XML,xxx
28893,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28893&format=XML,paleo|meso|neo|brons|ijz|rom|xme|nt
28899,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28899&format=XML,xxx
28900,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28900&format=XML,xme|nt
28901,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28901&format=XML,xxx
28902,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28902&format=XML,nt
28903,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28903&format=XML,xxx
28904,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28904&format=XML,xxx
28905,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28905&format=XML,xxx
28906,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28906&format=XML,xxx
28907,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28907&format=XML,xxx
28908,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28908&format=XML,xxx
28909,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28909&format=XML,nt
28911,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28911&format=XML,xxx
28912,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28912&format=XML,xxx
28913,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28913&format=XML,xxx
28914,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28914&format=XML,xxx
28917,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28917&format=XML,xxx
28920,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28920&format=XML,xme
28921,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28921&format=XML,xxx
28922,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28922&format=XML,xxx
28923,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28923&format=XML,xxx
28924,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28924&format=XML,xxx
28925,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28925&format=XML,xxx
28926,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28926&format=XML,xxx
28927,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28927&format=XML,xxx
28928,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28928&format=XML,xme
28929,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28929&format=XML,xxx
28930,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28930&format=XML,xxx
28931,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28931&format=XML,xxx
28932,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28932&format=XML,xxx
28941,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28941&format=XML,brons|ijz|rom|xme|nt
28942,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28942&format=XML,xxx
28944,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28944&format=XML,xxx
28946,https://easy.dans.knaw.nl/ui/resources/easy/export?sid=easy-dataset:28946&format=XML,xxx
